name,category,county,country,lat,lng,Wikipedia Extract,editorial_review,why_interesting,cost,good_for,experience_collections,heritage_collections,image_url,official_website,original_name,original_county,camra_merge_status,osm_status_check,Good For,Experience Collections,Entry Cost,Notes
The Tower Hotel,Historic Pub,Oxton,United Kingdom,55.772083,-2.804819,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Oxton.",Review,Historic village hotel in the picturesque Borders village of Oxton.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/6/68/The_Tower%2C_Oxton_-_geograph.org.uk_-_4111456.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Tower Hotel,Borders,merged,open,"history lovers, couples, day trip",,Free,
The Free Trade,Historic Pub,Berwick upon Tweed,United Kingdom,55.772697,-2.008672,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Berwick upon Tweed.",Review,Traditional Berwick pub overlooking the historic quayside.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/6/6f/The_Free_Trade_public_house%2C_Castlegate_-_geograph.org.uk_-_6252638.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Free Trade,Northumberland,merged,open,"history lovers, couples, day trip",,Free,
The Pilot Inn,Historic Pub,Berwick upon Tweed,United Kingdom,55.774324,-2.004814,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Berwick upon Tweed.",Review,Historic dockside pub reflecting Berwick's maritime past.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/9/96/The_Pilot_Inn%2C_Low_Greens%2C_Berwick-upon-Tweed_-_geograph.org.uk_-_4323611.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Pilot,Northumberland,merged,open,"history lovers, couples, day trip",,Free,
The Imperial Bar,Historic Pub,Wishaw,United Kingdom,55.775074,-3.922514,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Wishaw.",Review,Long-established Victorian bar in the centre of Wishaw.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,The Imperial Bar,Greater Glasgow & Clyde Valley,merged,,"history lovers, couples, day trip",,Free,
The Empire Bar,Historic Pub,Hamilton,United Kingdom,55.783471,-4.073698,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Hamilton.",Review,Traditional Hamilton pub with classic Scottish bar interiors.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/1/15/The_Empire_Bar%2C_Hamilton_%28geograph_6966756%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Empire Bar,Greater Glasgow & Clyde Valley,merged,no_osm_match,"history lovers, couples, day trip",,Free,
The Camphill Vaults,Historic Pub,Bothwell,United Kingdom,55.802358,-4.067028,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Bothwell.",Review,Historic Bothwell pub close to the medieval Bothwell Castle.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,The Camphill Vaults,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Rowan Tree,Historic Pub,Uddingston,United Kingdom,55.820619,-4.081405,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Uddingston.",Review,Traditional village pub in Uddingston.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,,,Rowan Tree,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Old Wine Store,Historic Pub,Shotts,United Kingdom,55.822438,-3.809164,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Shotts.",Review,Historic Shotts pub occupying a former wine merchant's premises.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,Old Wine Store,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
Old Stag Inn,Historic Pub,Glasgow,United Kingdom,55.826168,-4.29429,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Glasgow.",Review,"One of Glasgow's oldest surviving pubs, dating from the early 19th century.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/e/e0/Pollokshaws_Old_Town_Hall_%28front%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Old Stag Inn,Greater Glasgow & Clyde Valley,merged,,"history lovers, couples, day trip",,Free,
Allison Arms,Historic Pub,Glasgow,United Kingdom,55.836841,-4.269828,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Glasgow.",Review,Traditional Southside Glasgow pub popular for real ale.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,The Heraghty's Bar,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
Mac's Bar,Historic Pub,Rothesay,United Kingdom,55.837166,-5.05538,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Rothesay.",Review,Family-run Rothesay pub overlooking the harbour.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/3/38/Macs_Bar%2C_Rothesay_-_geograph.org.uk_-_4053236.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Macs Bar,Argyll & The Isles,merged,open,"history lovers, couples, day trip",,Free,
Golfers Bar,Historic Pub,Rothesay,United Kingdom,55.837646,-5.05128,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Rothesay.",Review,Traditional island pub in the heart of Rothesay.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/1/1b/Palace_Bar_-_geograph.org.uk_-_2647600.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Golfers' Bar,Argyll & The Isles,merged,open,"history lovers, couples, day trip",,Free,
The Bull Inn,Historic Pub,Paisley,United Kingdom,55.844475,-4.425894,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Paisley.",Review,"One of Paisley's oldest pubs, with coaching-inn origins.",Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/b/b4/Sign_for_the_Bull_Inn_-_geograph.org.uk_-_7171014.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Bull Inn,Greater Glasgow & Clyde Valley,merged,,"history lovers, couples, day trip",,Free,
The Brewers Tap,Historic Pub,Paisley,United Kingdom,55.846132,-4.4244,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Paisley.",Review,Traditional pub celebrating Paisley's brewing heritage.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,,,The Brewers Tap,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
Railway Inn,Historic Pub,West Calder,United Kingdom,55.851081,-3.572893,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in West Calder.",Review,Historic railway pub serving West Calder since Victorian times.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/d/d5/Railway_Inn%2C_West_Calder_-_geograph.org.uk_-_2646560.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Railway Inn,Edinburgh & The Lothians,merged,,"history lovers, couples, day trip",,Free,
Portland Arms,Historic Pub,Glasgow,United Kingdom,55.851667,-4.165854,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Glasgow.",Review,Long-established East End Glasgow pub.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,,,Portland Arms,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Laurieston Bar,Historic Pub,Glasgow,United Kingdom,55.85311,-4.258969,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Glasgow.",Review,"Exceptionally preserved 1960s pub, listed on CAMRA's National Inventory of Historic Pub Interiors.",Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,,,Laurieston Bar,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
Old Toll Bar,Historic Pub,Glasgow,United Kingdom,55.853485,-4.279554,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Glasgow.",Review,Built beside Glasgow's former toll gate and retaining its traditional layout.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/3/3b/Angel_Building%2C_Paisley_Road_Toll%2C_Glasgow_-_geograph.org.uk_-_3573821.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Old Toll Bar,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Viceroy,Historic Pub,Glasgow,United Kingdom,55.8537,-4.280094,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Glasgow.",Review,Well-known Southside Glasgow pub with an impressive Victorian exterior.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,Viceroy,Greater Glasgow & Clyde Valley,merged,,"history lovers, couples, day trip",,Free,
Victoria Bar,Historic Pub,Glasgow,United Kingdom,55.854643,-4.249408,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Glasgow.",Review,Traditional Glasgow bar preserving much of its Victorian character.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/4/43/The_Clutha_Bar_-_geograph.org.uk_-_4644852.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Victoria Bar,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Scotia Bar,Historic Pub,Glasgow,United Kingdom,55.855164,-4.250413,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Glasgow.",Review,"Believed to date from 1792, making it one of Glasgow's oldest pubs.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/a/ae/Sign_for_The_Scotia_-_geograph.org.uk_-_6180466.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Scotia Bar,Greater Glasgow & Clyde Valley,merged,,"history lovers, couples, day trip",,Free,
Sloans,Historic Pub,Glasgow,United Kingdom,55.858629,-4.253553,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Glasgow.",Review,"Glasgow's oldest restaurant, established in 1797, famous for its magnificent Victorian ballroom.",Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,,,Sloans,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Steps Bar,Historic Pub,Glasgow,United Kingdom,55.859053,-4.24856,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Glasgow.",Review,Traditional city-centre pub popular with Glasgow locals.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/0/0b/The_Steps_Bar%2C_62_Glassford_Street%2C_Glasgow.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Steps Bar,Greater Glasgow & Clyde Valley,merged,,"history lovers, couples, day trip",,Free,
The Horseshoe Bar,Historic Pub,Glasgow,United Kingdom,55.860872,-4.25624,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Glasgow.",Review,"Home to one of Europe's longest continuous pub counters, stretching over 100 feet.",Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/3/3c/The_Horseshoe%2C_Drury_Street%2C_Glasgow_%28geograph_7570087%29.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Horse Shoe,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Pot Still,Historic Pub,Glasgow,United Kingdom,55.862923,-4.257574,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Glasgow.",Review,Internationally renowned whisky pub with over 700 single malts behind the bar.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,Pot Still,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Brechin's,Historic Pub,Glasgow,United Kingdom,55.863427,-4.313619,"CAMRA National Inventory of Historic Pub Interiors - 3-star rated, in Glasgow.",Review,Traditional West End pub with a loyal neighbourhood following.,Free,"Couples, Solo Travellers, History Lovers, Foodies","Bucket List, Worth the Detour",,https://upload.wikimedia.org/wikipedia/commons/0/09/Scaffolding_in_front_of_Brechin%27s_Bar_-_geograph.org.uk_-_8234356.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Brechin's,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Fountain Bar,Historic Pub,Coatbridge,United Kingdom,55.864346,-4.029457,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Coatbridge.",Review,Long-established Coatbridge pub with classic Scottish bar character.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,St Andrews Bar,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
The Camerons,Historic Pub,Glasgow,United Kingdom,55.868271,-4.271246,"CAMRA National Inventory of Historic Pub Interiors - 2-star rated, in Glasgow.",Review,Traditional Glasgow pub with a strong whisky reputation.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,,,The Camerons,Greater Glasgow & Clyde Valley,merged,,"history lovers, couples, day trip",,Free,
The Dean Tavern,Historic Pub,Newtongrange,United Kingdom,55.869135,-3.068773,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Newtongrange.",Review,Historic miners' pub at the heart of Newtongrange's mining community.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/f/fa/The_Dean_Tavern%2C_Newtongrange_-_geograph.org.uk_-_4387131.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Dean Tavern,Edinburgh & The Lothians,merged,open,"history lovers, couples, day trip",,Free,
Wintersgills,Historic Pub,Glasgow,United Kingdom,55.872878,-4.273354,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Glasgow.",Review,Traditional Glasgow pub retaining an old-fashioned local atmosphere.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,,,Wintersgills,Greater Glasgow & Clyde Valley,merged,open,"history lovers, couples, day trip",,Free,
Curlers Rest,Historic Pub,Glasgow,United Kingdom,55.8754,-4.2933,"The Curlers Rest, formerly the Curlers Tavern, is the oldest drinking establishment on Byres Road, Glasgow, Scotland.
A tavern is said to have been situated at this site since the 17th century, when this part of the city was still countryside.",Keep,Named after Scotland's curling heritage and famous for its extensive whisky selection.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Worth the Detour,,https://upload.wikimedia.org/wikipedia/commons/c/ca/The_Curlers_Rest_-_geograph.org.uk_-_2779841.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,no_camra_match_found,,"history lovers, couples, day trip",,Free,
Wemyss Bay Station Bar,Historic Pub,Wemyss Bay,United Kingdom,55.878786,-4.888073,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Wemyss Bay.",Review,"Set beside one of Britain's most beautiful Victorian railway stations, designed by James Miller.",Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/f/fc/Wemyss_Bay_station_-_geograph.org.uk_-_1039683.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,Wemyss Bay Station Bar,Greater Glasgow & Clyde Valley,merged,,"history lovers, couples, day trip",,Free,
The Black Bull,Historic Pub,Mid Calder,United Kingdom,55.892724,-3.481429,"CAMRA National Inventory of Historic Pub Interiors - 1-star rated, in Mid Calder.",Review,Historic village inn in Mid Calder with coaching-era origins.,Free,"Couples, Solo Travellers, History Lovers, Foodies",Hidden Gem,,https://upload.wikimedia.org/wikipedia/commons/4/42/Black_Bull_Sign_-_geograph.org.uk_-_5198374.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,The Black Bull,Edinburgh & The Lothians,merged,open,"history lovers, couples, day trip",,Free,
